player_name,club_name,position_name,role,cluster,market_value,market_value_numeric,goals_per_90,expected_goals_per_90,threat,assists_per_90,expected_assists_per_90,creativity,expected_goal_involvements_per_90,influence,tackles_per_90,recoveries_per_90,clearances_blocks_interceptions_per_90,defensive_contribution_per_90
Elliot Anderson,Nottingham Forest,MID,Defensive Core Players,1,€27.00m,27.0,0.10804321728691475,0.08,310.0,0.13505402160864344,0.13,961.5,0.21,915.2,2.782112845138055,8.26530612244898,2.863145258103241,13.91
Matheus Nunes,Manchester City,DEF,Defensive Core Players,1,€28.00m,28.0,0.03145753233135268,0.01,131.0,0.2516602586508214,0.07,545.0,0.08,696.0,1.7930793428871026,5.221950367004544,4.341139461726669,6.13
Justin Kluivert,AFC Bournemouth,MID,Attacking Creators & Finishers,0,€28.00m,28.0,0.19047619047619047,0.22,135.0,0.0,0.15,305.1,0.37,148.0,0.9523809523809523,4.380952380952381,0.8571428571428571,6.19
Rayan Aït-Nouri,Manchester City,DEF,Defensive Core Players,1,€28.00m,28.0,0.0,0.05,90.0,0.1853759011328527,0.19,216.4,0.24,195.6,3.2440782698249224,4.541709577754892,2.9660144181256434,6.21
Jan Paul van Hecke,Brighton & Hove Albion,DEF,Defensive Core Players,1,€28.00m,28.0,0.08411214953271029,0.09,295.0,0.08411214953271029,0.04,240.4,0.13,980.6,1.485981308411215,3.168224299065421,7.4018691588785055,8.89
Yoane Wissa,Newcastle United,FWD,Attacking Creators & Finishers,0,€28.00m,28.0,0.17408123791102514,0.54,163.0,0.17408123791102514,0.09,46.7,0.63,58.0,0.8704061895551257,2.4371373307543522,0.5222437137330754,3.83
Lewis Hall,Newcastle United,DEF,Defensive Core Players,1,€28.00m,28.0,0.04136029411764706,0.04,196.0,0.08272058823529412,0.11,433.6,0.15,550.2,2.233455882352941,5.542279411764706,4.921875,7.16
Abdukodir Khusanov,Manchester City,DEF,Defensive Core Players,1,€28.00m,28.0,0.0,0.04,26.0,0.0,0.08,112.2,0.12,299.0,1.7028731604765242,4.7302032235459,6.054660126138752,7.76
Daniel Ballard,Sunderland,DEF,Defensive Core Players,1,€3.00m,3.0,0.08395522388059701,0.1,370.0,0.08395522388059701,0.03,181.2,0.13,662.8,1.3852611940298507,2.8964552238805967,9.696828358208956,11.08
James Ward-Prowse,Burnley,MID,Defensive Core Players,1,€3.50m,3.5,0.0,0.02,22.0,0.08241758241758242,0.15,384.4,0.17,215.0,1.3186813186813187,4.038461538461538,3.6263736263736264,8.98
Antonee Robinson,Fulham,DEF,Defensive Core Players,1,€30.00m,30.0,0.0605245460659045,0.06,82.0,0.0,0.1,334.6,0.16,375.0,2.9051782111634163,5.931405514458642,5.326160053799597,8.23
Riccardo Calafiori,Arsenal FC,DEF,Defensive Core Players,1,€30.00m,30.0,0.05303476723629936,0.18,313.0,0.10606953447259872,0.04,182.3,0.22,283.0,1.6971125515615795,3.924572775486152,3.712433706540955,5.41
Malo Gusto,Chelsea FC,DEF,Defensive Core Players,1,€30.00m,30.0,0.07982261640798226,0.06,205.0,0.11973392461197338,0.12,448.5,0.18,443.6,2.0753880266075386,4.909090909090909,2.9534368070953434,5.03
Harvey Barnes,Newcastle United,MID,Attacking Creators & Finishers,0,€30.00m,30.0,0.3229113275243465,0.32,682.0,0.046130189646335217,0.13,387.5,0.45,404.0,0.5996924654023578,3.0907227063044593,0.9226037929267042,4.61
Evanilson,AFC Bournemouth,FWD,Attacking Creators & Finishers,0,€30.00m,30.0,0.19700839109813936,0.35,809.0,0.22984312294782927,0.05,397.9,0.4,350.6,0.4268515140459686,2.6267785479751917,1.3790587376869756,4.43
Mikel Merino,Arsenal FC,MID,Attacking Creators & Finishers,0,€30.00m,30.0,0.3515625,0.3,244.0,0.263671875,0.13,191.8,0.43,304.4,2.28515625,5.009765625,2.63671875,9.93
Mathys Tel,Tottenham Hotspur,MID,Attacking Creators & Finishers,0,€30.00m,30.0,0.2698650674662669,0.17,312.0,0.13493253373313344,0.16,457.2,0.33,303.4,1.3493253373313343,4.857571214392803,1.2818590704647677,7.49
Nikola Milenković,Nottingham Forest,DEF,Defensive Core Players,1,€30.00m,30.0,0.0,0.02,120.0,0.02666666666666667,0.02,66.9,0.04,680.4,0.8,2.8533333333333335,7.493333333333333,8.29
Ezri Konsa,Aston Villa,DEF,Defensive Core Players,1,€30.00m,30.0,0.0,0.04,124.0,0.029654036243822075,0.02,108.3,0.06,601.4,0.6523887973640857,3.202635914332784,5.159802306425041,5.81
Marc Cucurella,Chelsea FC,DEF,Defensive Core Players,1,€30.00m,30.0,0.03325942350332594,0.08,309.0,0.13303769401330376,0.11,577.8,0.19,562.8,1.829268292682927,3.7583148558758315,4.223946784922394,6.05
Youri Tielemans,Aston Villa,MID,Defensive Core Players,1,€32.00m,32.0,0.0,0.06,184.0,0.1938610662358643,0.16,513.6,0.22,432.0,2.8109854604200324,4.555735056542811,2.47172859450727,9.84
Bernardo Silva,Manchester City,MID,Defensive Core Players,1,€32.00m,32.0,0.06273963053328686,0.09,353.0,0.12547926106657373,0.13,809.0,0.22,514.0,1.6939700243987452,4.579993028929941,1.9449285465318926,8.22
Archie Gray,Tottenham Hotspur,MID,Defensive Core Players,1,€32.00m,32.0,0.12236573759347383,0.09,158.0,0.12236573759347383,0.08,138.1,0.17,259.4,0.6730115567641061,3.426240652617267,3.9768864717878993,8.08
Pedro Porro,Tottenham Hotspur,DEF,Defensive Core Players,1,€35.00m,35.0,0.032223415682062294,0.03,202.0,0.09667024704618689,0.14,881.7,0.17,690.2,2.4489795918367347,4.253490870032223,4.575725026852846,7.02
Dominic Solanke,Tottenham Hotspur,FWD,Defensive Core Players,1,€35.00m,35.0,0.2708124373119358,0.27,339.0,0.0,0.03,84.1,0.3,205.0,1.9859578736208627,2.978936810431294,1.444332998996991,6.41
Lucas Bergvall,Tottenham Hotspur,MID,Defensive Core Players,1,€35.00m,35.0,0.09424083769633508,0.12,147.0,0.28272251308900526,0.04,106.4,0.16,164.6,2.073298429319372,3.675392670157068,1.6963350785340314,7.45
Tino Livramento,Newcastle United,DEF,Defensive Core Players,1,€35.00m,35.0,0.0,0.01,42.0,0.06787330316742082,0.06,199.7,0.07,219.4,1.493212669683258,5.497737556561086,3.1221719457013575,4.62
Jarrod Bowen,West Ham United,FWD,Attacking Creators & Finishers,0,€35.00m,35.0,0.23781561949500882,0.19,813.0,0.3435114503816794,0.14,694.0,0.33,881.4,1.2947739283617148,4.201409277745156,1.9289489136817382,7.43
Liam Delap,Chelsea FC,FWD,Attacking Creators & Finishers,0,€35.00m,35.0,0.08241758241758242,0.37,349.0,0.16483516483516483,0.02,73.7,0.39,67.8,0.4120879120879121,2.0604395604395607,0.989010989010989,3.46
Noni Madueke,Arsenal FC,MID,Attacking Creators & Finishers,0,€35.00m,35.0,0.22406639004149376,0.09,404.0,0.07468879668049792,0.21,352.8,0.3,257.4,1.5684647302904564,2.6141078838174274,1.045643153526971,5.23
Boubacar Kamara,Aston Villa,MID,Defensive Core Players,1,€35.00m,35.0,0.06382978723404256,0.03,75.0,0.19148936170212766,0.05,241.3,0.08,325.0,2.425531914893617,4.1489361702127665,2.9361702127659575,9.51
Antoine Semenyo,Manchester City,MID,Attacking Creators & Finishers,0,€35.00m,35.0,0.47812499999999997,0.31,1047.0,0.16874999999999998,0.09,607.4,0.4,923.2,1.265625,3.99375,1.378125,6.64
Ollie Watkins,Aston Villa,FWD,Attacking Creators & Finishers,0,€35.00m,35.0,0.5082950935404165,0.49,1206.0,0.12707377338510412,0.04,330.9,0.53,720.2,0.6989057536180727,1.5566537239675255,0.7306741969643488,2.99
Lisandro Martínez,Manchester United,DEF,Defensive Core Players,1,€35.00m,35.0,0.0,0.01,19.0,0.0,0.04,94.9,0.05,302.8,1.3913751017087064,4.979658258746949,6.297803091944671,7.69
Brennan Johnson,Crystal Palace,MID,Defensive Core Players,1,€38.00m,38.0,0.10526315789473684,0.13,230.0,0.05263157894736842,0.07,311.1,0.2,223.4,1.5263157894736843,2.8947368421052633,1.9473684210526316,6.37
Destiny Udogie,Tottenham Hotspur,DEF,Defensive Core Players,1,€38.00m,38.0,0.0,0.01,103.0,0.06741573033707865,0.05,187.0,0.06,207.2,2.089887640449438,4.719101123595506,2.49438202247191,4.58
Sven Botman,Newcastle United,DEF,Defensive Core Players,1,€38.00m,38.0,0.04907306434023992,0.08,190.0,0.04907306434023992,0.04,85.8,0.12,597.0,1.0305343511450382,4.367502726281352,9.569247546346784,10.6
Yerson Mosquera,Wolverhampton Wanderers,DEF,Defensive Core Players,1,€4.00m,4.0,0.0,0.11,268.0,0.0,0.03,140.4,0.14,426.0,2.526906878802059,3.9167056621431917,6.696303228825457,9.22
Nick Pope,Newcastle United,GKP,Goalkeepers,2,€4.00m,4.0,0.0,0.01,35.0,0.03725165562913907,0.0,0.0,0.01,671.0,0.03725165562913907,9.461920529801324,1.3038079470198676,0.0
Jayden Bogle,Leeds United,DEF,Defensive Core Players,1,€4.00m,4.0,0.032200357781753126,0.07,218.0,0.16100178890876565,0.1,346.1,0.17,436.0,2.1252236135957063,4.282647584973166,3.6064400715563503,5.73
Alphonse Areola,West Ham United,GKP,Goalkeepers,2,€4.00m,4.0,0.0,0.0,0.0,0.05,0.0,10.0,0.0,570.4,0.0,7.1,1.5,0.0
Jaidon Anthony,Burnley,MID,Attacking Creators & Finishers,0,€4.00m,4.0,0.26499815973500185,0.17,619.0,0.13249907986750092,0.09,552.2,0.26,586.8,1.3912403386087595,4.670592565329407,1.6231137283768862,7.68
Josh Acheampong,Chelsea FC,DEF,Defensive Core Players,1,€4.00m,4.0,0.136986301369863,0.08,70.0,0.0,0.02,40.9,0.1,132.6,1.5068493150684932,3.5616438356164384,4.52054794520548,6.03
Tim Iroegbunam,Everton,MID,Defensive Core Players,1,€4.50m,4.5,0.0,0.03,81.0,0.18280297901150983,0.04,125.2,0.07,255.0,4.143534190927555,4.752877454299255,2.6201760324983074,11.52
James Tarkowski,Everton,DEF,Defensive Core Players,1,€4.50m,4.5,0.05405405405405406,0.07,422.0,0.08108108108108109,0.06,235.6,0.13,995.6,1.3783783783783783,2.4324324324324325,8.783783783783784,10.16
Mohammed Kudus,Tottenham Hotspur,MID,Attacking Creators & Finishers,0,€40.00m,40.0,0.11726384364820845,0.11,302.0,0.3517915309446254,0.14,413.8,0.25,333.4,1.7003257328990227,5.570032573289902,0.527687296416938,7.8
Manuel Ugarte,Manchester United,MID,Defensive Core Players,1,€40.00m,40.0,0.0,0.07,48.0,0.0,0.02,83.6,0.09,167.2,4.726027397260275,5.239726027397261,4.623287671232877,14.59
Curtis Jones,Liverpool FC,MID,Defensive Core Players,1,€40.00m,40.0,0.046801872074883,0.1,227.0,0.14040561622464898,0.13,412.1,0.23,407.4,1.8720748829953198,6.739469578783151,2.4804992199687987,11.09
Alejandro Garnacho,Chelsea FC,MID,Attacking Creators & Finishers,0,€40.00m,40.0,0.07137192704203013,0.25,399.0,0.2854877081681205,0.26,405.3,0.51,211.4,1.141950832672482,3.211736716891356,0.7137192704203014,5.07
Anthony Elanga,Newcastle United,MID,Defensive Core Players,1,€40.00m,40.0,0.0,0.11,185.0,0.06912442396313365,0.12,266.7,0.23,130.4,0.967741935483871,2.2119815668202767,0.6221198156682027,3.8
Myles Lewis-Skelly,Arsenal FC,DEF,Defensive Core Players,1,€40.00m,40.0,0.0,0.01,29.0,0.0,0.03,74.6,0.04,73.2,1.0329985652797704,3.873744619799139,2.1951219512195124,3.23
Adam Wharton,Crystal Palace,MID,Defensive Core Players,1,€40.00m,40.0,0.03526645768025079,0.05,180.0,0.21159874608150472,0.26,720.0,0.31,494.4,2.468652037617555,5.748432601880878,2.468652037617555,10.69
Amad Diallo,Manchester United,MID,Attacking Creators & Finishers,0,€40.00m,40.0,0.07695596408721676,0.21,600.0,0.19238991021804192,0.18,596.1,0.39,436.6,1.4621633176571185,4.309533988884139,1.8469431380932024,7.62
Ben White,Arsenal FC,DEF,Defensive Core Players,1,€40.00m,40.0,0.0,0.06,54.0,0.12875536480686695,0.09,133.4,0.15,154.8,1.9313304721030042,3.6051502145922747,4.8927038626609445,6.82
Milos Kerkez,Liverpool FC,DEF,Defensive Core Players,1,€40.00m,40.0,0.07996446023989337,0.06,141.0,0.039982230119946685,0.03,415.8,0.09,434.6,1.6392714349178141,3.5184362505553084,3.718347401155042,5.36
Rayan Cherki,Manchester City,MID,Attacking Creators & Finishers,0,€42.00m,42.0,0.20316027088036115,0.22,579.0,0.6602708803611738,0.45,996.6,0.67,604.2,1.3205417607223475,4.723476297968397,0.8126410835214446,6.86
Amadou Onana,Aston Villa,MID,Defensive Core Players,1,€42.00m,42.0,0.10256410256410256,0.09,178.0,0.0,0.04,152.6,0.13,413.2,2.4615384615384617,3.6923076923076925,5.076923076923077,11.23
João Pedro,Chelsea FC,FWD,Attacking Creators & Finishers,0,€45.00m,45.0,0.5079006772009029,0.5,909.0,0.3047404063205417,0.07,456.6,0.57,758.4,0.9142212189616252,2.437923250564334,1.3205417607223475,4.67
Jérémy Doku,Manchester City,MID,Attacking Creators & Finishers,0,€45.00m,45.0,0.25380710659898476,0.15,645.0,0.40609137055837563,0.3,841.6,0.45,540.2,1.16751269035533,4.467005076142132,0.7614213197969544,6.4
Mohamed Salah,Liverpool FC,MID,Attacking Creators & Finishers,0,€45.00m,45.0,0.29384328358208955,0.35,805.0,0.29384328358208955,0.23,740.7,0.58,524.8,0.7136194029850746,3.400186567164179,0.46175373134328357,4.58
Jarrad Branthwaite,Everton,DEF,Defensive Core Players,1,€45.00m,45.0,0.13274336283185842,0.05,75.0,0.13274336283185842,0.01,42.8,0.06,175.0,1.8584070796460177,3.982300884955752,7.035398230088496,8.89
Savinho,Manchester City,MID,Attacking Creators & Finishers,0,€45.00m,45.0,0.11015911872705018,0.28,321.0,0.22031823745410037,0.18,198.4,0.46,138.6,0.9914320685434517,4.296205630354957,1.211750305997552,6.5
Pedro Neto,Chelsea FC,MID,Attacking Creators & Finishers,0,€45.00m,45.0,0.17116774438950172,0.16,505.0,0.2396348421453024,0.23,836.2,0.39,523.0,0.6504374286801065,2.8756181057436287,0.6504374286801065,4.18
Lucas Digne,Aston Villa,DEF,Defensive Core Players,1,€5.00m,5.0,0.0,0.03,130.0,0.3420195439739414,0.16,455.5,0.19,400.2,1.7589576547231272,3.0781758957654723,3.7622149837133554,5.52
Jefferson Lerma,Crystal Palace,MID,Defensive Core Players,1,€5.00m,5.0,0.0,0.1,233.0,0.2613240418118467,0.08,207.2,0.18,287.6,1.4634146341463414,5.331010452961673,4.70383275261324,11.5
Bernd Leno,Fulham,GKP,Goalkeepers,2,€5.00m,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.2,0.10526315789473684,8.368421052631579,1.2105263157894737,0.0
David Brooks,AFC Bournemouth,MID,Attacking Creators & Finishers,0,€5.00m,5.0,0.07575757575757576,0.44,434.0,0.2272727272727273,0.26,384.5,0.7,236.2,1.4393939393939394,4.242424242424242,1.4393939393939394,7.12
Joe Rodon,Leeds United,DEF,Defensive Core Players,1,€5.00m,5.0,0.06097560975609757,0.04,242.0,0.0,0.02,137.3,0.06,707.2,1.128048780487805,2.5914634146341466,7.225609756097562,8.35
Aaron Hickey,Brentford,DEF,Defensive Core Players,1,€5.00m,5.0,0.0,0.06,43.0,0.0,0.02,17.1,0.08,101.4,1.988217967599411,4.639175257731959,4.771723122238586,6.76
Ryan Christie,AFC Bournemouth,MID,Defensive Core Players,1,€5.00m,5.0,0.18404907975460122,0.17,220.0,0.09202453987730061,0.07,197.0,0.24,226.6,2.4846625766871164,5.705521472392638,3.1288343558282206,11.32
Bryan Mbeumo,Manchester United,MID,Attacking Creators & Finishers,0,€50.00m,50.0,0.37916507085407886,0.41,882.0,0.10340865568747605,0.17,803.1,0.58,628.8,0.8617387973956339,3.136729222520107,0.7927996936039831,4.79
Morgan Gibbs-White,Nottingham Forest,MID,Attacking Creators & Finishers,0,€50.00m,50.0,0.43534343760077393,0.31,836.0,0.11609158336020639,0.08,747.7,0.39,843.8,0.5804579168010319,3.1925185424056757,1.3930990003224766,5.17
Jurrien Timber,Arsenal FC,DEF,Defensive Core Players,1,€50.00m,50.0,0.1101141924959217,0.17,352.0,0.2202283849918434,0.06,402.6,0.23,499.0,2.4225122349102772,3.5603588907014685,3.0097879282218596,5.43
Morgan Rogers,Aston Villa,MID,Attacking Creators & Finishers,0,€50.00m,50.0,0.27439024390243905,0.19,871.0,0.21951219512195122,0.12,706.2,0.31,746.2,1.152439024390244,3.8140243902439024,1.3445121951219512,6.31
Bruno Fernandes,Manchester United,MID,Attacking Creators & Finishers,0,€50.00m,50.0,0.2642740619902121,0.32,614.0,0.7047308319738989,0.36,1938.5,0.68,1258.0,1.5562805872756933,4.903752039151713,1.9673735725938009,8.43
Gabriel Martinelli,Arsenal FC,MID,Attacking Creators & Finishers,0,€50.00m,50.0,0.08450704225352113,0.35,390.0,0.4225352112676056,0.11,202.2,0.46,204.6,1.0140845070422535,4.394366197183098,1.0985915492957745,6.51
Cristian Romero,Tottenham Hotspur,DEF,Defensive Core Players,1,€50.00m,50.0,0.1926163723916533,0.07,223.0,0.048154093097913325,0.06,133.6,0.13,574.8,2.792937399678973,4.237560192616373,6.693418940609952,9.49
Kobbie Mainoo,Manchester United,MID,Defensive Core Players,1,€50.00m,50.0,0.0544464609800363,0.03,94.0,0.1088929219600726,0.07,360.1,0.1,365.0,1.9600725952813067,5.172413793103448,3.0490018148820326,10.18
Jeremie Frimpong,Liverpool FC,DEF,Defensive Core Players,1,€50.00m,50.0,0.0,0.04,186.0,0.436046511627907,0.14,244.6,0.18,133.2,0.9593023255813954,4.534883720930233,1.6569767441860466,2.62
Leny Yoro,Manchester United,DEF,Defensive Core Players,1,€50.00m,50.0,0.0,0.07,124.0,0.05202312138728324,0.03,83.1,0.1,327.0,1.560693641618497,3.7976878612716765,6.5549132947976885,8.12
Jamie Gittens,Chelsea FC,MID,Attacking Creators & Finishers,0,€50.00m,50.0,0.0,0.15,91.0,0.37037037037037035,0.17,130.4,0.32,93.0,1.4814814814814814,2.7777777777777777,1.111111111111111,5.37
Eberechi Eze,Arsenal FC,MID,Attacking Creators & Finishers,0,€50.00m,50.0,0.33421750663129973,0.25,455.0,0.14323607427055704,0.13,305.7,0.38,393.4,0.907161803713528,3.7718832891246685,1.050397877984085,5.73
Joël Veltman,Brighton & Hove Albion,DEF,Defensive Core Players,1,€500k,,0.08595988538681949,0.1,68.0,0.0,0.02,80.5,0.12,247.0,2.664756446991404,3.4383954154727796,5.845272206303725,8.51
Tijjani Reijnders,Manchester City,MID,Attacking Creators & Finishers,0,€55.00m,55.0,0.277264325323475,0.26,435.0,0.16635859519408502,0.13,347.8,0.39,340.0,0.55452865064695,3.2162661737523104,1.77449168207024,5.55
Sandro Tonali,Newcastle United,MID,Defensive Core Players,1,€55.00m,55.0,0.0,0.06,198.0,0.07103393843725335,0.1,534.1,0.16,398.0,1.2430939226519337,5.220994475138122,2.663772691397001,9.13
Martín Zubimendi,Arsenal FC,MID,Defensive Core Players,1,€55.00m,55.0,0.15045135406218654,0.09,271.0,0.03009027081243731,0.07,385.1,0.16,603.2,2.0461384152457374,3.490471414242728,3.701103309929789,9.24
Ibrahima Konaté,Liverpool FC,DEF,Defensive Core Players,1,€55.00m,55.0,0.029126213592233007,0.03,119.0,0.0,0.03,160.5,0.06,779.2,1.5436893203883495,3.436893203883495,6.990291262135922,8.53
Matheus Cunha,Manchester United,MID,Attacking Creators & Finishers,0,€55.00m,55.0,0.36101083032490977,0.25,801.0,0.1444043321299639,0.12,545.4,0.37,675.8,1.407942238267148,4.548736462093863,1.660649819494585,7.62
Chris Wood,Nottingham Forest,FWD,Attacking Creators & Finishers,0,€6.00m,6.0,0.3013392857142857,0.43,266.0,0.0,0.03,88.4,0.46,139.0,0.10044642857142858,1.40625,1.40625,2.91
Casemiro,Manchester United,MID,Attacking Creators & Finishers,0,€6.00m,6.0,0.3145631067961165,0.19,585.0,0.13980582524271845,0.11,536.1,0.3,903.6,3.145631067961165,4.718446601941747,4.543689320388349,12.41
Loum Tchaouna,Burnley,MID,Defensive Core Players,1,€6.00m,6.0,0.14297061159650518,0.09,173.0,0.14297061159650518,0.07,231.1,0.16,185.8,1.2867355043685464,2.716441620333598,0.9293089753772835,4.93
Rúben Dias,Manchester City,DEF,Defensive Core Players,1,€60.00m,60.0,0.08415147265077139,0.02,96.0,0.0,0.03,152.2,0.05,560.8,0.5469845722300141,3.1136044880785416,6.479663394109397,7.03
Kai Havertz,Arsenal FC,FWD,Attacking Creators & Finishers,0,€60.00m,60.0,0.3119584055459272,0.52,210.0,0.4679376083188908,0.1,134.6,0.62,152.6,1.2478336221837087,2.1837088388214903,1.559792027729636,4.99
Anthony Gordon,Newcastle United,MID,Attacking Creators & Finishers,0,€60.00m,60.0,0.3003337041156841,0.44,514.0,0.20022246941045607,0.17,404.2,0.61,393.8,0.9510567296996663,2.803114571746385,0.8008898776418243,4.56
Kyle Walker,Burnley,DEF,Defensive Core Players,1,€600k,,0.0,0.0,28.0,0.05815831987075929,0.04,237.2,0.04,506.0,1.6284329563812603,4.507269789983845,4.536348949919225,6.16
Kieran Trippier,Newcastle United,DEF,Defensive Core Players,1,€600k,,0.0,0.0,14.0,0.05674653215636822,0.12,488.5,0.12,288.0,1.4186633039092054,4.199243379571248,3.2345523329129886,4.65
Cody Gakpo,Liverpool FC,MID,Attacking Creators & Finishers,0,€65.00m,65.0,0.23026315789473686,0.27,831.0,0.16447368421052633,0.15,714.7,0.42,540.4,0.9210526315789475,2.861842105263158,1.2171052631578947,5.0
Josko Gvardiol,Manchester City,DEF,Defensive Core Players,1,€65.00m,65.0,0.13138686131386862,0.15,218.0,0.13138686131386862,0.05,109.5,0.2,369.0,1.1167883211678833,3.218978102189781,5.649635036496351,6.77
Marcus Edwards,Burnley,MID,Attacking Creators & Finishers,0,€7.00m,7.0,0.08506616257088846,0.13,226.0,0.2551984877126654,0.16,283.9,0.29,180.0,0.9357277882797731,4.253308128544423,0.5103969754253308,5.7
Wilson Isidor,Sunderland,FWD,Attacking Creators & Finishers,0,€7.00m,7.0,0.470383275261324,0.37,444.0,0.078397212543554,0.03,30.4,0.4,242.0,0.862369337979094,1.8031358885017421,1.332752613240418,4.0
Eliezer Mayenda,Sunderland,FWD,Attacking Creators & Finishers,0,€7.00m,7.0,0.23968042609853527,0.26,188.0,0.0,0.03,53.8,0.29,117.6,0.5992010652463382,1.6777629826897469,0.8388814913448734,3.12
Trai Hume,Sunderland,DEF,Defensive Core Players,1,€7.00m,7.0,0.059366754617414245,0.07,248.0,0.029683377308707123,0.06,421.3,0.13,547.8,2.0184696569920844,3.0277044854881265,4.007255936675461,6.03
Daichi Kamada,Crystal Palace,MID,Defensive Core Players,1,€7.50m,7.5,0.0,0.08,155.0,0.0947867298578199,0.15,350.1,0.23,239.2,2.9383886255924168,5.118483412322274,1.8009478672985781,9.86
Armando Broja,Burnley,FWD,Defensive Core Players,1,€7.50m,7.5,0.10676156583629892,0.23,207.0,0.10676156583629892,0.02,78.9,0.25,102.0,0.6405693950177935,2.775800711743772,1.281138790035587,4.7
Gabriel Magalhães,Arsenal FC,DEF,Defensive Core Players,1,€70.00m,70.0,0.09818181818181818,0.1,298.0,0.16363636363636364,0.06,128.5,0.16,824.0,1.2436363636363637,2.0945454545454543,7.821818181818181,9.07
Omar Marmoush,Manchester City,MID,Attacking Creators & Finishers,0,€70.00m,70.0,0.3907380607814761,0.36,284.0,0.3907380607814761,0.1,159.8,0.46,203.2,1.6931982633863965,2.6049204052098407,0.7814761215629522,5.08
Hjalmar Ekdal,Burnley,DEF,Defensive Core Players,1,€700k,,0.0,0.01,88.0,0.0,0.02,55.8,0.03,372.0,1.4035087719298245,2.8654970760233915,8.771929824561402,10.18
Bruno Guimarães,Newcastle United,MID,Attacking Creators & Finishers,0,€75.00m,75.0,0.32980456026058635,0.2,488.0,0.25651465798045603,0.18,756.7,0.38,782.4,2.271986970684039,4.91042345276873,2.015472312703583,9.2
William Saliba,Arsenal FC,DEF,Defensive Core Players,1,€75.00m,75.0,0.03442999234889059,0.03,90.0,0.0,0.04,201.0,0.07,552.6,1.2050497322111706,3.8905891354246367,5.439938791124713,6.64
Ryan Gravenberch,Liverpool FC,MID,Defensive Core Players,1,€75.00m,75.0,0.15045135406218654,0.06,220.0,0.15045135406218654,0.07,497.2,0.13,687.0,1.7753259779338013,3.8214643931795385,3.3701103309929787,8.97
Enzo Fernández,Chelsea FC,MID,Attacking Creators & Finishers,0,€75.00m,75.0,0.2890173410404624,0.33,747.0,0.1445086705202312,0.21,1063.2,0.54,835.6,1.5317919075144508,4.0462427745664735,1.4739884393063583,7.05
Joe Worrall,Burnley,DEF,Defensive Core Players,1,€750k,,0.0,0.01,19.0,0.0,0.0,1.5,0.01,147.4,0.7258064516129032,1.814516129032258,13.064516129032258,13.79
Noah Sadiki,Sunderland,MID,Defensive Core Players,1,€8.00m,8.0,0.0,0.04,162.0,0.062262193012798346,0.05,333.3,0.09,347.6,1.432030439294362,3.5178139052231066,2.7706675890695265,7.72
Kenny Tete,Fulham,DEF,Defensive Core Players,1,€8.00m,8.0,0.05025125628140704,0.05,108.0,0.0,0.07,214.1,0.12,416.0,3.2663316582914574,4.120603015075377,5.025125628140704,8.29
Harry Maguire,Manchester United,DEF,Defensive Core Players,1,€8.00m,8.0,0.0545785324439054,0.06,184.0,0.1091570648878108,0.03,62.5,0.09,381.6,1.2007277137659187,3.3838690115221346,7.040630685263796,8.24
Timothy Castagne,Fulham,DEF,Defensive Core Players,1,€8.00m,8.0,0.0,0.07,195.0,0.09793253536452666,0.07,292.2,0.14,373.0,1.9586507072905333,2.7421109902067466,5.190424374319913,7.15
Carlos Alcaraz,Everton,MID,Defensive Core Players,1,€8.00m,8.0,0.0,0.16,162.0,0.1325478645066274,0.07,161.9,0.23,93.8,1.8556701030927836,5.699558173784978,1.7231222385861562,9.28
Quilindschy Hartman,Burnley,DEF,Defensive Core Players,1,€8.00m,8.0,0.0,0.02,83.0,0.2958904109589041,0.1,288.8,0.12,422.2,2.5643835616438353,3.4027397260273973,4.980821917808219,7.55
Moisés Caicedo,Chelsea FC,MID,Defensive Core Players,1,€80.00m,80.0,0.09656652360515021,0.05,128.0,0.032188841201716736,0.08,403.1,0.13,562.4,2.800429184549356,5.697424892703863,3.2832618025751072,11.78
Dominik Szoboszlai,Liverpool FC,MID,Attacking Creators & Finishers,0,€80.00m,80.0,0.1670792079207921,0.13,417.0,0.19492574257425743,0.19,1324.6,0.32,867.8,1.5594059405940595,5.179455445544554,2.6732673267326734,9.41
Martin Ødegaard,Arsenal FC,MID,Attacking Creators & Finishers,0,€80.00m,80.0,0.06603081438004402,0.08,168.0,0.46221570066030815,0.24,564.4,0.32,311.8,1.2545854732208364,4.622157006603081,0.8584005869405723,6.74
